cite,question_id,question,choices,answer,chapter
연립주택은 다가구주택보다 각각의 가구가 차지하는 공간이 넓다.,17,연립주택과 다가구주택 중 어느 주택이 각 가구가 차지하는 공간이 더 넓은가?,"1. 다가구주택
2. 연립주택
3. 둘 다 같다
4. 정보가 부족하다
",연립주택,16
"아파트는 5층 이상의 주택 이며, 수백 가구에서 수천 가구까지 대규모로 지어지는 경우가 많다.",18,아파트는 대체로 몇 가구에서 몇 가구까지 지어지는 경우가 많은가?,"1. 수십 가구에서 수백 가구
2. 수백 가구에서 수천 가구
3. 수천 가구에서 수만 가구
4. 수만 가구에서 수십만 가구
",수백 가구에서 수천 가구,16
한국의 주거 형태는 빠르게 변화하고 있다.,19,한국의 주거 형태는 어떻게 변화하고 있는가?,"1. 느리게 변화하고 있다
2. 변화하지 않고 있다
3. 빠르게 변화하고 있다
4. 정보가 부족하다
",빠르게 변화하고 있다,16
한국의 대도시의 경우 집값이 비싸기 때문에 서민들이 집을 구하기 어려운 경우가 적지 않다.,20,한국의 대도시에서 서민들이 집을 구하기 어려운 이유는 무엇인가?,"1. 집이 부족하다
2. 집값이 비싸다
3. 임대료가 비싸다
4. 주택 정책이 부족하다
",집값이 비싸다,16
한국 정부는 서민들의 주거 문제를 해결하기 위해 다양한 주택 정책을 마련해 왔다.,21,한국 정부가 서민들의 주거 문제를 해결하기 위해 어떤 방법을 사용하였는가?,"1. 다양한 주택 정책 마련
2. 임대료 인하
3. 집값 인하
4. 주택 수량 증가
",다양한 주택 정책 마련,16
그 중 하나가 정부에서 아파트와 같은 공동주택을 지어 경제적으로 어려운 사람들이 싼 값에 집을 사거나 빌릴 수 있도록 하는 것이다.,22,한국 정부가 경제적으로 어려운 사람들을 위해 어떤 주택 정책을 시행하였는가?,"1. 공동주택 건설
2. 임대료 인하
3. 집값 인하
4. 주택 수량 증가
",공동주택 건설,16
"국민임대주택, 공공임대주택, 보금자리 주택, 장기전세주택 등이 이에 해당된다.",23,한국 정부의 주택 정책에는 어떤 것들이 포함되어 있는가?,"1. 국민임대주택, 공공임대주택, 보금자리 주택, 장기전세주택
2. 임대료 인하, 집값 인하
3. 주택 수량 증가, 집값 인하
4. 공동주택 건설, 임대료 인하
","국민임대주택, 공공임대주택, 보금자리 주택, 장기전세주택",16
"이런 주택들은 저소득층이나 집이 없는 서민들을 대상으로 하고 있고, 주변 시세보다 싼 가격으로 집을 빌리거나 살 수 있다.",24,한국 정부의 주택 정책 대상은 누구인가?,"1. 모든 국민
2. 저소득층이나 집이 없는 서민들
3. 고소득층
4. 외국인
",저소득층이나 집이 없는 서민들,16
"이런 주택들은 저소득층이나 집이 없는 서민들을 대상으로 하고 있고, 주변 시세보다 싼 가격으로 집을 빌리거나 살 수 있다.",25,한국 정부의 주택 정책을 통해 얻을 수 있는 이점은 무엇인가?,"1. 주변 시세보다 싼 가격으로 집을 빌리거나 살 수 있다
2. 임대료 인하
3. 집값 인하
4. 주택 수량 증가
",주변 시세보다 싼 가격으로 집을 빌리거나 살 수 있다,16
전입신고  이사 온 사실을 주민등록부에 기록 하는것,30,전입신고란 무엇을 의미하는가?,"1. 이사 온 사실을 주민등록부에 기록하는 것
2. 이사 간 사실을 법원에 알리는 것
3. 이사 간 사실을 이웃에게 알리는 것
4. 이사 간 사실을 부동산 중개인에게 알리는 것
",이사 온 사실을 주민등록부에 기록하는 것,16
"확정일자  법원, 주민센터 등에서 주택임대차 계약을 한 날을 확인해 주기 위해 계약서에 도장을 찍어주는 날짜",31,확정일자란 무엇을 의미하는가?,"1. 이사 간 날짜
2. 주택임대차 계약을 한 날짜를 확인하기 위한 날짜
3. 법원에서 주택임대차 계약을 확인하는 날짜
4. 주민센터에서 주택임대차 계약을 확인하는 날짜
",주택임대차 계약을 한 날짜를 확인하기 위한 날짜,16
등기부  부동산에 관한 권리 관계를 적어 두는 장부,32,등기부란 무엇인가?,"1. 부동산의 위치를 기록하는 장부
2. 부동산의 가격을 기록하는 장부
3. 부동산에 관한 권리 관계를 기록하는 장부
4. 부동산의 면적을 기록하는 장부
",부동산에 관한 권리 관계를 기록하는 장부,16
"한국인의 이사문화 ‘손 없는 날’  한국에서는 이사나 혼례, 중요한 일을 할 때 ‘손 없는 날’에 하는 것을 선호한다.",33,한국에서 ‘손 없는 날’에는 어떤 행사를 주로 하는가?,"1. 이사
2. 생일 파티
3. 결혼식
4. 졸업식
",이사,16
"손 없는 날이란 전통적으로 음력을 기준으로 사람의 활동을 방해하는 나쁜 신이 없는 날을 가리키는데, 매월 음력 9일과 10일, 19일과 20일, 29일과 30일이 손 없는 날이 된다.",34,‘손 없는 날’은 어떤 날을 가리키는가?,"1. 매월 음력 1일과 2일
2. 매월 음력 9일과 10일, 19일과 20일, 29일과 30일
3. 매월 음력 15일과 16일
4. 매월 음력 28일과 29일
","매월 음력 9일과 10일, 19일과 20일, 29일과 30일",16
손 없는 날에는 이사하는 사람들이 상대적으로 많기 때문에 이사에 필요한 차량이나 인력을 구하기 어려울 수도 있다.,35,‘손 없는 날’에 이사를 하는 경우 어떤 어려움이 있을 수 있는가?,"1. 이사에 필요한 차량이나 인력을 구하기 어려움
2. 이사 비용이 상승함
3. 이사를 도와줄 사람을 찾기 어려움
4. 이사를 위한 포장재를 구하기 어려움
",이사에 필요한 차량이나 인력을 구하기 어려움,16
짐이 많고 시간이 넉넉하지 않을 경우 ‘포장이사 서비스’를 이용하면 편리하다.,36,짐이 많고 시간이 넉넉하지 않을 경우 어떤 서비스를 이용하는 것이 편리한가?,"1. 택배 서비스
2. 포장이사 서비스
3. 대리운전 서비스
4. 배달 서비스
",포장이사 서비스,16
한국에서는 집을 어떻게 구할까?,37,한국에서 집을 구하는 방법에 대한 정보를 어디에서 얻을 수 있는가?,"1. 부동산 중개인
2. 이웃
3. 인터넷
4. 모든 보기
",모든 보기,16
구체적인 이삿날과 관련해서는 이삿짐센터에 문의 하면 되며,38,이삿날에 대한 구체적인 정보를 어디에서 얻을 수 있는가?,"1. 이삿짐센터
2. 주민센터
3. 법원
4. 부동산 중개인
",이삿짐센터,16
포장이사 서비스를 이용하고 있는 모습,39,포장이사 서비스란 무엇인가?,"1. 이사를 위해 짐을 포장해주는 서비스
2. 이사를 위해 짐을 운반해주는 서비스
3. 이사를 위해 짐을 포장하고 운반해주는 서비스
4. 이사를 위해 짐을 포장하고, 운반하고, 정리까지 해주는 서비스
",이사를 위해 짐을 포장하고 운반해주는 서비스,16
"한국에서의 주요 거주 형태는 크게 자가, 전세, 월세로 나눌 수 있다.",40,한국에서의 주요 거주 형태는 어떤 것들이 있나요?,"1. 자가, 전세, 월세
2. 전세, 월세, 반전세
3. 자가, 월세, 반전세
4. 자가, 전세, 반전세
","자가, 전세, 월세",16
자가는 자기가 소유한 집에 살고 있는 것을 말한다.,41,자가 거주란 무엇을 의미하나요?,"1. 자기가 소유한 집에 살고 있는 것
2. 집주인에게 보증금을 맡기고 집을 빌려 살고 있는 것
3. 매달 일정한 돈을 내고 집을 빌려 살고 있는 것
4. 보증금을 내고 월세를 내면서 집을 빌려 살고 있는 것
",자기가 소유한 집에 살고 있는 것,16
전세는 집주인에게 일정한 돈을 보증금으로 맡기고 계약기간 동안 집을 빌려서 생활하는 것으로 한국에서 흔히 이루어지는 주택 임대의 방법이다.,42,전세 거주란 어떤 방식인가요?,"1. 집주인에게 보증금을 맡기고 계약기간 동안 집을 빌려서 생활하는 것
2. 매달 일정한 돈을 내고 집을 빌려서 생활하는 것
3. 자기가 소유한 집에 살고 있는 것
4. 보증금을 내고 월세를 내면서 집을 빌려 살고 있는 것
",집주인에게 보증금을 맡기고 계약기간 동안 집을 빌려서 생활하는 것,16
월세는 집주인에게 매달 일정한 돈을 내고 집이나 방을 빌려 쓰는 것이다.,43,월세 거주란 어떤 방식인가요?,"1. 매달 일정한 돈을 내고 집을 빌려 쓰는 것
2. 집주인에게 보증금을 맡기고 계약기간 동안 집을 빌려서 생활하는 것
3. 자기가 소유한 집에 살고 있는 것
4. 보증금을 내고 월세를 내면서 집을 빌려 살고 있는 것
",매달 일정한 돈을 내고 집을 빌려 쓰는 것,16
월세의 경우에도 어느 정도의 보증금을 내야 하는 경우가 대부분이다.,44,월세 거주의 경우 어떤 비용이 발생하나요?,"1. 보증금
2. 월세
3. 보증금과 월세
4. 보증금, 월세, 관리비
",보증금과 월세,16
최근에는 월세의 비중이 크게 높아지고 있고 전세와 월세를 혼합한 반전세라는 방식도 많아지고 있다.,45,최근 한국의 주택 임대 트렌드는 어떻게 변하고 있나요?,"1. 월세의 비중이 높아지고 있고 반전세가 많아지고 있다
2. 전세의 비중이 높아지고 있고 반전세가 많아지고 있다
3. 자가의 비중이 높아지고 있고 반전세가 많아지고 있다
4. 월세의 비중이 높아지고 있고 전세가 많아지고 있다
",월세의 비중이 높아지고 있고 반전세가 많아지고 있다,16
반전세의 경우 보증금이 전세 보다는 적고 월세보다는 많은 편이다.,46,반전세의 보증금은 어떻게 결정되나요?,"1. 전세 보다는 적고 월세보다는 많다
2. 전세 보다는 많고 월세보다는 적다
3. 전세와 월세의 보증금을 합한 것
4. 전세와 월세의 보증금을 평균낸 것
",전세 보다는 적고 월세보다는 많다,16
"전세 보증금은 이사를 나갈 때 집주인으로부터 돌려받게 되는데, 전세 보증금은 액수가 크기 때문에 보증금을 안전하게 돌려받기 위해서는 이사를 한 후 전입신고를 하고 확정일자를 받아 두는 것이 좋다.",47,전세 보증금을 안전하게 돌려받기 위한 방법은 무엇인가요?,"1. 이사 후 전입신고를 하고 확정일자를 받는 것
2. 이사 전 전입신고를 하고 확정일자를 받는 것
3. 이사 후 전입신고를 하고 계약서를 받는 것
4. 이사 전 전입신고를 하고 계약서를 받는 것
",이사 후 전입신고를 하고 확정일자를 받는 것,16
물론 전세에 비해 보증금은 훨씬 적다.,48,월세와 전세 중 어느 것의 보증금이 더 많나요?,"1. 월세
2. 전세
3. 둘 다 같다
4. 상황에 따라 다르다
",전세,16
"한편, 최근에는 월세의 비중이 크게 높아지고 있고 전세와 월세를 혼합한 반전세라는 방식도 많아지고 있다.",49,반전세란 무엇인가요?,"1. 전세와 월세를 혼합한 방식
2. 전세와 자가를 혼합한 방식
3. 월세와 자가를 혼합한 방식
4. 전세, 월세, 자가를 혼합한 방식
",전세와 월세를 혼합한 방식,16
월세는 집주인에게 매달 일정한 돈을 내고 집이나 방을 빌려 쓰는 것이다.,50,월세는 어떤 방식으로 집이나 방을 빌려 쓰는 것인가?,"1. 집주인에게 매달 일정한 돈을 내는 방식
2. 집주인에게 일시적으로 큰 금액을 내는 방식
3. 집주인에게 매년 일정한 돈을 내는 방식
4. 집주인에게 매주 일정한 돈을 내는 방식
",집주인에게 매달 일정한 돈을 내는 방식,16
월세의 경우에도 어느 정도의 보증금을 내야 하는 경우가 대부분이다.,51,월세를 빌릴 때 대부분 어떤 비용을 내야 하는가?,"1. 보증금
2. 중개수수료
3. 관리비
4. 세금
",보증금,16
최근에는 월세의 비중이 크게 높아지고 있고 전세와 월세를 혼합한 반전세라는 방식도 많아지고 있다.,52,최근에 어떤 임대 방식이 많아지고 있는가?,"1. 전세
2. 월세
3. 반전세
4. 분양권
",반전세,16
집을 사거나 전세 또는 월세를구할 때는 가까운 곳에 있는 공인중개사를 통해 계약서를 작성하고 설명을 듣는 것이 안전하다.,53,집을 사거나 전세 또는 월세를 구할 때 어떤 방법이 안전한가?,"1. 직접 계약서를 작성하는 것
2. 공인중개사를 통해 계약서를 작성하고 설명을 듣는 것
3. 인터넷을 통해 계약서를 작성하는 것
4. 친구나 지인을 통해 계약서를 작성하는 것
",공인중개사를 통해 계약서를 작성하고 설명을 듣는 것,16
또한 등기부등본에 기록된 집주인과 실제로 계약할 때 서명하는집주인이 같은 사람인지 확인해야 한다.,54,계약서를 작성할 때 확인해야 하는 사항은 무엇인가?,"1. 계약서의 내용
2. 집주인의 신원
3. 계약기간
4. 보증금의 금액
",집주인의 신원,16
등기부등본은 각 지역에 있는 등기소나 대법원 인터넷 등기소(www. iros.go.kr)에서 확인할 수 있다.,55,등기부등본은 어디에서 확인할 수 있는가?,"1. 지방법원
2. 등기소나 대법원 인터넷 등기소
3. 지방자치단체
4. 국토교통부
",등기소나 대법원 인터넷 등기소,16
물론 전세에 비해 보증금은 훨씬 적다.,56,전세와 월세 중 어느 것의 보증금이 더 적은가?,"1. 전세
2. 월세
3. 둘 다 같다
4. 정보가 부족해 판단할 수 없다
",월세,16
반전세의 경우 보증금이 전세 보다는 적고 월세보다는 많은 편이다.,57,반전세의 보증금은 어떤가?,"1. 전세보다 많고 월세보다 적다
2. 전세보다 적고 월세보다 많다
3. 전세와 월세보다 많다
4. 전세와 월세보다 적다
",전세보다 적고 월세보다 많다,16
부동산 거래와 관련된 다양한도움을 받을 수 있기 때문이다.,58,왜 공인중개사를 통해 계약서를 작성하고 설명을 듣는 것이 좋은가?,"1. 부동산 거래와 관련된 다양한 도움을 받을 수 있기 때문
2. 공인중개사가 계약서 작성을 더 잘하기 때문
3. 공인중개사가 더 신뢰할 수 있기 때문
4. 공인중개사가 더 저렴하기 때문
",부동산 거래와 관련된 다양한 도움을 받을 수 있기 때문,16
최근에는 월세의 비중이 크게 높아지고 있고 전세와 월세를 혼합한 반전세라는 방식도 많아지고 있다.,59,최근에 월세의 비중이 어떻게 변하고 있는가?,"1. 높아지고 있다
2. 낮아지고 있다
3. 변하지 않고 있다
4. 정보가 부족해 판단할 수 없다
",높아지고 있다,16
한국인이 사랑하는 대중문화  각 사회마다 다수의 사람들이 즐기고 소비하는 문화가 있는데 이것을 대중문화 라고 한다.,0,다수의 사람들이 즐기고 소비하는 문화를 무엇이라고 하는가?,"1. 전통문화
2. 대중문화
3. 고유문화
4. 현대문화
",대중문화,18
"한국에서도 드라마, 노래, 춤, 영화, 공연, 전시, 스포츠, 게임 등 다양 한 대중문화를 접할 수 있다.",1,한국에서 접할 수 있는 대중문화의 예시로 어떤 것들이 있는가?,"1. 드라마, 노래, 춤, 영화, 공연, 전시, 스포츠, 게임
2. 음식, 음료, 패션, 미용
3. 교육, 과학, 기술, 경제
4. 정치, 사회, 문화, 예술
","드라마, 노래, 춤, 영화, 공연, 전시, 스포츠, 게임",18
"한국인들은 자신의 취향에 따라 가곡, 트로트, 발라드, R&B 등 다양한 장르의 음악과 노래를 즐기고 있다.",2,한국인들이 즐기는 음악 장르에는 어떤 것들이 있는가?,"1. 가곡, 트로트, 발라드, R&B
2. 클래식, 재즈, 블루스, 록
3. 포크, 캐롤, 오페라, 심포니
4. 컨트리, 레게, 펑크, 메탈
","가곡, 트로트, 발라드, R&B",18
힙합이나 댄스 음악은 주로 청소년과 청년층을 중심으로 큰 인기를 끌고 있다.,3,힙합이나 댄스 음악은 주로 어떤 연령층이 즐기는가?,"1. 어린이
2. 청소년과 청년층
3. 중장년층
4. 노년층
",청소년과 청년층,18
최근에는 춤과 노래 실력을 두루 갖춘 아이돌 스타들이 방송에 많이 등장하고 있다.,4,최근에 방송에 많이 등장하는 대중문화 인물은 누구인가?,"1. 배우
2. 아이돌 스타들
3. 코미디언
4. 스포츠 스타
",아이돌 스타들,18
드라마를 즐겨보는 한국인도 많다.,5,한국인들이 즐겨보는 대중문화 중 하나는 무엇인가?,"1. 드라마
2. 뉴스
3. 다큐멘터리
4. 퀴즈쇼
",드라마,18
"한국에서는 아침 연속극, 일일 연속극, 월화 드라마, 수목 드라마, 주말 연속극 등이 방송되고 있다.",6,한국에서 방송되는 드라마의 종류에는 어떤 것들이 있는가?,"1. 아침 연속극, 일일 연속극, 월화 드라마, 수목 드라마, 주말 연속극
2. 미니시리즈, 시트콤, 웹드라마, 라디오 드라마
3. 영화, 다큐멘터리, 뮤직비디오, 애니메이션
4. 텔레비전, 라디오, 인터넷, 모바일
","아침 연속극, 일일 연속극, 월화 드라마, 수목 드라마, 주말 연속극",18
"사랑을 소재로 한 드라마, 인상적인 대사와 빠른 전개를 특징으로 하는 드라마가 많은 편이다.",7,한국 드라마의 주요 특징은 무엇인가?,"1. 사랑을 소재로 하고, 인상적인 대사와 빠른 전개
2. 폭력과 범죄를 다루고, 현실적인 설정과 복잡한 스토리
3. 과학과 기술을 주제로 하고, 상상력을 도전하는 내용
4. 역사와 전통을 소재로 하고, 교훈을 담은 이야기
","사랑을 소재로 하고, 인상적인 대사와 빠른 전개",18
시청률 40~50%를 오르내리며 전국민의 관심을 받는 드라마는 이른바 ‘국민 드라마’로 불리기도 한다.,8,전국민의 관심을 받는 드라마를 무엇이라고 부르는가?,"1. 히트 드라마
2. 블록버스터 드라마
3. 국민 드라마
4. 메가히트 드라마
",국민 드라마,18
중·장년층 중에는 대체로 트로트나 발라드풍의 노래를 좋아하는 사람이 많다.,9,중·장년층이 주로 좋아하는 음악 장르는 무엇인가?,"1. 트로트나 발라드풍의 노래
2. 힙합이나 댄스 음악
3. 클래식이나 재즈 음악
4. 록이나 메탈 음악
",트로트나 발라드풍의 노래,18
"드라마를 즐겨보는 한국인도 많다. 한국에서는 아침 연속극, 일일 연속극, 월화 드라마, 수목 드라마, 주말 연속극 등이 방송되고 있다.",10,한국에서 방송되는 드라마 유형에는 어떤 것들이 있나요?,"1. 아침 연속극, 일일 연속극, 월화 드라마
2. 수목 드라마, 주말 연속극, 사랑을 소재로 한 드라마
3. 아침 연속극, 일일 연속극, 월화 드라마, 수목 드라마, 주말 연속극
4. 사랑을 소재로 한 드라마, 인상적인 대사와 빠른 전개를 특징으로 하는 드라마
","아침 연속극, 일일 연속극, 월화 드라마, 수목 드라마, 주말 연속극",18
시청률 40~50%를 오르내리며 전국민의 관심을 받는 드라마는 이른바 ‘국민 드라마’로 불리기도 한다.,11,‘국민 드라마’는 어떤 드라마를 가리키는 말인가요?,"1. 사랑을 소재로 한 드라마
2. 인상적인 대사와 빠른 전개를 특징으로 하는 드라마
3. 시청률 40~50%를 오르내리며 전국민의 관심을 받는 드라마
4. 아침 연속극, 일일 연속극, 월화 드라마, 수목 드라마, 주말 연속극 중 하나
",시청률 40~50%를 오르내리며 전국민의 관심을 받는 드라마,18
한국에서는 스포츠도 많은 사랑을 받고 있다.,12,한국에서는 어떤 활동이 많은 사랑을 받고 있나요?,"1. 드라마
2. 스포츠
3. 음악
4. 예술
",스포츠,18
"올림픽과 같은 국제 경기에서는 양궁, 태권도, 쇼트트랙, 스피드 스케이팅 등에서 좋은 성적을 거두고 있지만, 국내 에서는 야구, 축구 등의 인기가 특히 높다.",13,한국에서 국제 경기와 국내에서 인기가 높은 스포츠는 각각 무엇인가요?,"1. 국제 경기: 양궁, 태권도, 쇼트트랙, 스피드 스케이팅 / 국내: 야구, 축구
2. 국제 경기: 야구, 축구 / 국내: 양궁, 태권도, 쇼트트랙, 스피드 스케이팅
3. 국제 경기: 야구, 축구, 양궁, 태권도 / 국내: 쇼트트랙, 스피드 스케이팅
4. 국제 경기: 쇼트트랙, 스피드 스케이팅 / 국내: 야구, 축구, 양궁, 태권도
","국제 경기: 양궁, 태권도, 쇼트트랙, 스피드 스케이팅 / 국내: 야구, 축구",18
"프로야구는 최근 한국에서 가장 인기 있는 스포츠로서, 모든 경기가 TV로 생중계된다.",14,한국에서 가장 인기 있는 스포츠는 무엇인가요?,"1. 축구
2. 야구
3. 양궁
4. 태권도
",야구,18
국가 대표 축구팀과 프로축구의 인기도 그에 못지않다.,15,한국에서 프로야구와 인기를 겨루는 스포츠는 무엇인가요?,"1. 양궁
2. 태권도
3. 축구
4. 배드민턴
",축구,18
"일반인들이 즐기는 생활 체육도 점점 발달하여 테니스, 배드민턴, 골프, 등산, 마라톤 등과 같은 운동을 즐기는 사람들이 동호회를 중심으로 널리 확산되고 있다.",16,한국에서 일반인들이 즐기는 생활 체육에는 어떤 것들이 있나요?,"1. 테니스, 배드민턴, 골프, 등산, 마라톤
2. 야구, 축구, 양궁, 태권도
3. 테니스, 배드민턴, 야구, 축구
4. 골프, 등산, 마라톤, 양궁, 태권도
","테니스, 배드민턴, 골프, 등산, 마라톤",18
트로트  4분의 4박자 리듬에 일본 엔카 음계를 곁들인 한국의 대중 가요 장르,17,트로트는 어떤 특징을 가진 한국의 대중 가요 장르인가요?,"1. 4분의 4박자 리듬에 일본 엔카 음계를 곁들인 장르
2. 강한 리듬에 부드럽고 애잔한 멜로디를 특징으로 하는 장르
3. 우상처럼 떠받들어지며 큰 인기를 끌고 있는 장르
4. 모든 경기가 TV로 생중계되는 장르
",4분의 4박자 리듬에 일본 엔카 음계를 곁들인 장르,18
"R&B(Rhythm and blues)  1940년대 미국 흑인이 즐기던 대중 음악 양식으로, 강한 리듬에 부드럽고 애잔한 멜로디를 특징 으로 한다.",18,R&B는 어떤 특징을 가진 음악 장르인가요?,"1. 4분의 4박자 리듬에 일본 엔카 음계를 곁들인 장르
2. 강한 리듬에 부드럽고 애잔한 멜로디를 특징으로 하는 장르
3. 우상처럼 떠받들어지며 큰 인기를 끌고 있는 장르
4. 모든 경기가 TV로 생중계되는 장르
",강한 리듬에 부드럽고 애잔한 멜로디를 특징으로 하는 장르,18
아이돌(idol) 스타  우상처럼 떠받들어지며 큰 인기를 끌고 있는 연예인,19,아이돌 스타는 어떤 특징을 가진 연예인인가요?,"1. 4분의 4박자 리듬에 일본 엔카 음계를 곁들인 연예인
2. 강한 리듬에 부드럽고 애잔한 멜로디를 특징으로 하는 연예인
3. 우상처럼 떠받들어지며 큰 인기를 끌고 있는 연예인
4. 모든 경기가 TV로 생중계되는 연예인
",우상처럼 떠받들어지며 큰 인기를 끌고 있는 연예인,18
"R&B(Rhythm and blues)  1940년대 미국 흑인이 즐기던 대중 음악 양식으로, 강한 리듬에 부드럽고 애잔한 멜로디를 특징 으로 한다.",20,R&B 음악의 특징은 무엇인가요?,"1. 강한 리듬에 부드럽고 애잔한 멜로디
2. 빠른 템포와 강한 비트
3. 복잡한 멜로디와 다양한 악기 사용
4. 조용하고 부드러운 멜로디
",강한 리듬에 부드럽고 애잔한 멜로디,18
아이돌(idol) 스타  우상처럼 떠받들어지며 큰 인기를 끌고 있는 연예인,21,아이돌 스타란 무엇인가요?,"1. 우상처럼 떠받들어지며 큰 인기를 끌고 있는 연예인
2. 영화나 드라마에서 주연을 맡는 배우
3. 음악을 만들고 연주하는 뮤지션
4. 무용을 전문적으로 하는 연예인
",우상처럼 떠받들어지며 큰 인기를 끌고 있는 연예인,18
프로야구나 프로축구 경기가 있는 날이면 보통 2~3시간 전부터 팬들이 경기장에 입장 해서 응원을 준비한다.,22,"프로야구나 프로축구 경기가 있는 날, 팬들은 보통 몇 시간 전부터 경기장에 입장하나요?","1. 1~2시간 전
2. 2~3시간 전
3. 3~4시간 전
4. 4~5시간 전
",2~3시간 전,18
"팬들의 응원은 매우 열정적이다. 막대 풍선이나 머플러는 물론 각 팀의 전통에 따라 야광봉, 비닐봉지, 신문지, 라이터 등을 활용해서 독특하고 재미있는 응원을 펼친다.",23,팬들이 응원을 위해 사용하는 물건들은 무엇이 있나요?,"1. 막대 풍선, 머플러, 야광봉, 비닐봉지, 신문지, 라이터
2. 플래카드, 포스터, 티셔츠, 모자
3. 응원봉, 응원 플래그, 응원 티셔츠
4. 응원봉, 응원 플래카드, 응원 모자
","막대 풍선, 머플러, 야광봉, 비닐봉지, 신문지, 라이터",18
야구장이나 축구장에 가면 선수 개개인을 위해 만든 힘찬 응원가도 들을 수 있다.,24,야구장이나 축구장에서 들을 수 있는 것은 무엇인가요?,"1. 힘찬 응원가
2. 선수들의 대화
3. 관중들의 대화
4. 경기장 안내 방송
",힘찬 응원가,18
"R&B(Rhythm and blues)  1940년대 미국 흑인이 즐기던 대중 음악 양식으로, 강한 리듬에 부드럽고 애잔한 멜로디를 특징 으로 한다.",25,R&B 음악이 처음 즐겨진 곳은 어디인가요?,"1. 미국
2. 영국
3. 한국
4. 일본
",미국,18
아이돌(idol) 스타  우상처럼 떠받들어지며 큰 인기를 끌고 있는 연예인,26,아이돌 스타는 어떤 연예인을 의미하는가요?,"1. 드라마 배우
2. 영화 배우
3. 가수
4. 코미디언
",가수,18
프로야구나 프로축구 경기가 있는 날이면 보통 2~3시간 전부터 팬들이 경기장에 입장 해서 응원을 준비한다.,27,"프로야구나 프로축구 경기가 있는 날, 팬들이 경기장에 입장하기 시작하는 시간은 언제인가요?","1. 경기 시작 1시간 전
2. 경기 시작 2시간 전
3. 경기 시작 3시간 전
4. 경기 시작 4시간 전
",경기 시작 2시간 전,18
"팬들의 응원은 매우 열정적이다. 막대 풍선이나 머플러는 물론 각 팀의 전통에 따라 야광봉, 비닐봉지, 신문지, 라이터 등을 활용해서 독특하고 재미있는 응원을 펼친다.",28,팬들의 응원은 어떤 특징을 가지고 있나요?,"1. 조용하고 차분하다
2. 열정적이다
3. 단조롭다
4. 지루하다
",열정적이다,18
야구장이나 축구장에 가면 선수 개개인을 위해 만든 힘찬 응원가도 들을 수 있다.,29,야구장이나 축구장에서 들을 수 있는 응원가는 누구를 위해 만들어진 것인가요?,"1. 팀을 위해
2. 선수 개개인을 위해
3. 팬들을 위해
4. 경기를 주관하는 사람들을 위해
",선수 개개인을 위해,18
케이팝(K-pop)  한국 대중 가요를 폭넓게 가리키는 말,30,케이팝(K-pop)이 가리키는 것은 무엇인가?,"1. 한국의 전통 음악
2. 한국의 대중 가요
3. 한국의 클래식 음악
4. 한국의 오페라
",한국의 대중 가요,18
"케이팝은 대체로 2000년대 이후 한국의 대중음악 중 댄스 음악, 힙합 등을 가리키는 말이다.",31,케이팝이 주로 가리키는 음악 장르는 무엇인가?,"1. 댄스 음악, 힙합
2. 클래식, 재즈
3. 록, 메탈
4. 컨트리, 블루스
","댄스 음악, 힙합",18
"특히 세계적으로 인기를 끄는 아이돌 그룹의 케이팝은 서구의 다양한 음악 장르와 아시아적 감수성에 한국적 특색이 담겨 있는 흥미로운 가사, 멋진 춤 등을 결합한 것이다.",32,세계적으로 인기를 끄는 케이팝의 특징은 무엇인가?,"1. 서구의 음악 장르와 아시아적 감수성에 한국적 특색이 담긴 가사와 춤
2. 서구의 음악 장르만을 이용한 가사와 춤
3. 아시아적 감수성만을 이용한 가사와 춤
4. 한국적 특색만을 이용한 가사와 춤
",서구의 음악 장르와 아시아적 감수성에 한국적 특색이 담긴 가사와 춤,18
케이팝은 오랫동안 준비된 것일 뿐 아니라 아시아 문화 요소와 서구 문화 요소가 두루 들어 있어 경쟁력이 높다.,33,케이팝의 경쟁력이 높은 이유는 무엇인가?,"1. 오랫동안 준비된 것이며, 아시아 문화 요소와 서구 문화 요소가 두루 들어 있기 때문
2. 오직 서구 문화 요소만이 들어 있기 때문
3. 오직 아시아 문화 요소만이 들어 있기 때문
4. 준비 기간이 짧기 때문
","오랫동안 준비된 것이며, 아시아 문화 요소와 서구 문화 요소가 두루 들어 있기 때문",18
"또한, 유튜브 등 인터넷을 통해 전 세계에서 쉽게 접할 수 있도록 홍보가 되고 있다.",34,케이팝이 전 세계에서 쉽게 접할 수 있는 방법은 무엇인가?,"1. 유튜브 등 인터넷을 통한 홍보
2. 신문을 통한 홍보
3. 텔레비전을 통한 홍보
4. 라디오를 통한 홍보
",유튜브 등 인터넷을 통한 홍보,18
"과거에 한국의 대중문화에서는 미국, 홍콩 등에서 수입해 온 영화, 드라마, 노래 등이 큰 비중을 차지하였다.",35,과거 한국의 대중문화에서 큰 비중을 차지하던 것은 무엇인가?,"1. 미국, 홍콩 등에서 수입해 온 영화, 드라마, 노래
2. 한국의 전통 음악
3. 한국의 전통 무용
4. 한국의 전통 미술
","미국, 홍콩 등에서 수입해 온 영화, 드라마, 노래",18
