cite,question_id,question,choices,answer,chapter
"대부분의 직장에서는 월요일에서 금요일까지 5일만 일을 하는 ‘주 5일제’가 적용되지만, 일부 직장에서는 주말에도 일을 하는 경우가 있다.",1054,한국의 대부분의 직장에서는 몇 일제로 일을 하는가?,"1. 주 3일제
2. 주 4일제
3. 주 5일제
4. 주 6일제
",주 5일제,3.0
"커피숍이나 식당, 찜질방 같은 경우는 명절 등을 제외하고는 특별히 쉬는 날 없이 매일 영업을 하는 곳도 많다.",1055,한국에서 명절 등을 제외하고는 특별히 쉬는 날 없이 매일 영업을 하는 곳은 무엇인가?,"1. 은행
2. 학교
3. 커피숍이나 식당, 찜질방
4. 도서관
","커피숍이나 식당, 찜질방",3.0
특히 도시에서는 하루 24시간 내내 손님을 받는 편의점이나 식당도 흔히 볼 수 있다.,1056,한국의 도시에서는 어떤 곳이 하루 24시간 내내 영업하는가?,"1. 은행
2. 학교
3. 도서관
4. 편의점이나 식당
",편의점이나 식당,3.0
한국 직장인들은 일반적으로 1년에 한번 정도 약 1주일 정도 휴가를 갖게 되는데,1057,한국 직장인들은 일반적으로 1년에 몇 번 휴가를 갖는가?,"1. 한 번
2. 두 번
3. 세 번
4. 네 번
",한 번,3.0
최근 들어서는 휴가 기간에 해외여행을 떠나는 사람들이 많아지고 있다.,1058,최근 한국 사람들은 휴가 기간에 어떤 활동을 많이 하는가?,"1. 등산
2. 해외여행
3. 집에서 휴식
4. 쇼핑
",해외여행,3.0
또한 특별히 휴가를 내지 않고 주말을 이용하여 계절별로 국내 여행을 즐기는 사람들도 늘어나고 있다.,1059,한국 사람들은 주말을 이용하여 어떤 활동을 즐기는 추세인가?,"1. 등산
2. 해외여행
3. 집에서 휴식
4. 계절별로 국내 여행
",계절별로 국내 여행,3.0
"한국에는 다양한 교통수단이 발달해 있다. 도시 내에서 이동할 때는 시내버스, 지하철, 택시를 주로 이용한다.",740,한국에서 도시 내 이동을 위해 주로 이용하는 교통수단은 무엇인가?,"1. 시내버스, 지하철, 택시
2. 자전거, 택시, 버스
3. 기차, 자전거, 택시
4. 시내버스, 트램, 택시
","시내버스, 지하철, 택시",4.0
"지하철 노선도  서울에는 현재 1~9호선과 분당선, 신분당선 등 여러 노선의 지하철 이 운행되고 있다.",741,서울에서 운행되는 지하철 노선에는 어떤 것들이 있는가?,"1. 1~9호선, 분당선, 신분당선
2. 1~5호선, 분당선, 신분당선
3. 1~9호선, 중앙선, 신분당선
4. 1~9호선, 분당선, 경의선
","1~9호선, 분당선, 신분당선",4.0
"현재 지하철은 서울을 포함한 수도권, 부산, 대구, 광주, 대전 에서 운행하고 있다.",742,한국에서 지하철이 운행되는 도시는 어디인가?,"1. 서울, 부산, 대구, 광주, 대전
2. 서울, 부산, 대구, 인천, 대전
3. 서울, 부산, 대구, 광주, 인천
4. 서울, 부산, 대구, 광주, 울산
","서울, 부산, 대구, 광주, 대전",4.0
택시는 운행거리에 따른 요금을 받고 승객이 원하는 곳까지 데려다 주는 교통수단이다.,743,택시의 요금은 어떻게 결정되는가?,"1. 운행거리에 따라
2. 운행시간에 따라
3. 승객의 목적지에 따라
4. 운행 시간대에 따라
",운행거리에 따라,4.0
정해진 경로가 없고 목적지까지 비교적 빠르고 편안하게 이동할 수 있는 장점이 있다.,744,택시의 어떤 특성이 승객에게 빠르고 편안한 이동을 가능하게 하는가?,"1. 운행 경로의 유연성
2. 운행 속도의 빠름
3. 운행 시간의 자유로움
4. 운행 요금의 저렴함
",운행 경로의 유연성,4.0
"하지만 택시는 다른 교통수단에 비해 기본요금이 다소 비싸고, 이동거리가 멀수록 더 많은 요금이 부과되기 때문에 주의할 필요가 있다.",745,택시 이용시 주의해야 하는 점은 무엇인가?,"1. 기본요금의 비싼 가격과 이동거리에 따른 요금 부과
2. 운행 시간에 따른 요금 부과
3. 운행 경로에 따른 요금 부과
4. 승객 수에 따른 요금 부과
",기본요금의 비싼 가격과 이동거리에 따른 요금 부과,4.0
모범택시는 일반택시에 비해 질 높은 서비스를 제공한다.,746,모범택시는 어떤 특징을 가지고 있는가?,"1. 질 높은 서비스 제공
2. 저렴한 요금 제공
3. 빠른 운행 속도
4. 넓은 차량 공간
",질 높은 서비스 제공,4.0
대형택시(콜밴 : call van)는 차가 커서 짐을 많이 실을 수 있다.,747,대형택시의 장점은 무엇인가?,"1. 짐을 많이 실을 수 있다
2. 요금이 저렴하다
3. 운행 속도가 빠르다
4. 서비스가 좋다
",짐을 많이 실을 수 있다,4.0
이러한 장점이 있기 때문에 모범택시와 대형택시는 일반택시에 비해 비싼 요금을 받는다.,748,모범택시와 대형택시가 일반택시에 비해 비싼 요금을 받는 이유는 무엇인가?,"1. 서비스의 질과 차량의 크기
2. 운행 속도와 서비스의 질
3. 차량의 크기와 운행 속도
4. 운행 속도와 요금의 저렴함
",서비스의 질과 차량의 크기,4.0
최근에는 휴대전화나 버스 정류장의 전광판을 통해서 시내버스의 도착 시간을 미리 알 수 있어 편리하다.,749,한국에서 버스 도착 시간을 확인하는 방법은 무엇인가?,"1. 휴대전화와 버스 정류장의 전광판
2. 신문과 라디오
3. 텔레비전과 라디오
4. 신문과 휴대전화
",휴대전화와 버스 정류장의 전광판,4.0
